,Event Type,Valid Date,Valid Time,State,Cities,Counties,Dirty
1339,Severe Weather/Public Appeals Made/Voltage Reduction,2006-07-17,,New York,,TRUE,
1340,Severe Lightning Storms,2006-07-17,,Illinois,,TRUE,
1341,Severe Lightning Storms,2006-07-18,,"Pennsylvania, Delaware",,TRUE,
1342,Lightning Storms/Tripped Lines,2006-07-18,,Connecticut,,TRUE,
1343,Severe Storms (3) (Many customers experienced multiple outages.),2006-07-19,,"Illinois, Missouri",,TRUE,
1344,Widespread Heat Wave/Public Appeals Made,2006-07-22,,California,,TRUE,
1345,Widespread Heat Wave/CAISO Implementation of Stage 2 Electrical Emergency Plan,2006-07-24,,California,,TRUE,
1346,Widespread Heat Wave/CAISO  Implementation of Stage 2 Electrical Emergency Plan,2006-07-24,,California,,TRUE,
1347,Tropical Storm Ernesto,2006-09-01,,North Carolina,,TRUE,
1348,Tropical Storm Ernesto,2006-09-01,,"North Carolina, Virginia",,TRUE,
1349,Tropical Storm Ernesto,2006-09-01,,Southern Delmarva PeninsulaDIRTY,,TRUE,
1350,Tropical Storm Ernesto,2006-09-01,,"Pennsylvania, Delaware",,TRUE,
1351,Tropical Storm Ernesto,2006-09-01,,New Jersey,,TRUE,
1352,Wet Snow/Winds,2006-10-26,,Colorado,,TRUE,
1353,Wind/Snow Storm,2006-11-26,,Washington,,TRUE,
1354,Major Windstorm,2007-01-16,,Washington,,TRUE,
1355,Heavy Snow Storm,2007-04-05,,Maine,,TRUE,
1356,Heavy Snow Storm,2007-04-16,,Maine,,TRUE,
1357,Severe Weather/Transmission Fault-Units Tripped,2007-09-05,,Texas,,TRUE,
1358,Hurricane Humberto,2007-09-13,,Texas,,TRUE,
1359,Tropical Storm,2007-11-03,,"Massachusetts, Rhode Island",,TRUE,
1360,Lightning Storm,2008-05-27,,Connecticut,,TRUE,
1361,Lightning Storm,2008-06-04,,"Maryland, Washington",,TRUE,
1362,Lightning Storm,2008-06-06,,Michigan,,TRUE,
1363,Flooding and Uncontrolled Loss,2008-06-12,,Iowa,,TRUE,
1364,Thunderstorms/Uncontrolled Loss of Load,2008-06-17,,"Texas, Oklahoma",,TRUE,
1365,Lightning Stirke/Uncontrolled Loss of Load,2008-06-22,,Indiana,,TRUE,
1366,Wild Land Fire,2008-07-02,,California,,TRUE,
1367,Brush Fire/Lines Loss/Transmission Emergency Declared,2008-07-02,,California,,TRUE,
1368,Heat Wave/Potential Fire Threat/Made Public Appeals,2008-07-07,,ISO Balancing AreaDIRTY,,TRUE,
1369,Lightning/Transmission Equipment Damage,2008-08-16,,City of LubbockDIRTY,,TRUE,
1370,Tropical Storm Fay,2008-08-19,,Florida,,TRUE,
1371,Tropical Storm Fay,2008-08-21,,Florida,,TRUE,
1372,Tropical Storm Fay,2008-08-24,,"Alabama, Georgia",,TRUE,
1373,Tropical Storm Hanna,2008-09-06,,North Carolina,,TRUE,
1374,Tropical Storm Hanna,2008-09-06,,"North Carolina, Virginia",,TRUE,
1375,Tropical Depression Ike,2008-09-14,,"Kentucky, Indiana, Ohio",,TRUE,
1376,Tropical Depression Ike,2008-09-14,,Kentucky,,TRUE,
1377,Tropical Depression Ike,2008-09-14,,Pennsylvania,,TRUE,
1378,Tropical Depression Ike,2008-09-15,,Pennsylvania,,TRUE,
1379,Brush Fire/Shed Firm Load,2008-11-15,,City of Los AngelesDIRTY,,TRUE,
1380,High Winds/Rain,2009-04-25,,Western Region of Service TerritoryDIRTY,,TRUE,
1381,High Winds/Rain,2009-06-25,,Western Region of Service TerritoryDIRTY,,TRUE,
1382,High Winds and Rain,2009-08-07,,Western Region of Service TerritoryDIRTY,,TRUE,
1383,High Winds and Rain,2009-10-13,,California,,TRUE,
1384,Tropical Storm Ida,2009-11-12,,"North Carolina, Virginia",,TRUE,
1385,Ice Storm/Electrical System Separation,2010-02-01,,Oklahoma,,TRUE,
1386,High Winds and rain,2010-03-13,,Pennsylvania,,TRUE,
1387,High Winds and Rain,2010-03-13,,Connecticut,,TRUE,
1388,High Winds and Rain,2010-03-13,,Long IslandDIRTY,,TRUE,
1389,High Winds and Flooding,2010-03-13,,New Jersey,,TRUE,
1390,High Winds and Rain,2010-03-13,,New Jersey,,TRUE,
1391,High Winds and Rain,2010-03-13,,New York,,TRUE,
1392,"Strong Winds, Tornadoes",2010-07-17,,Minnesota,,TRUE,
1393,Tropical Storm,2010-09-07,,Texas,,TRUE,
1394,Rain and High Winds,2010-10-05,,California,,TRUE,
1395,Snow and High Winds,2010-11-08,,Maine,,TRUE,
1396,Cold Weather Event,2011-02-09,16:30:00,Texas,,TRUE,
1397,Severe Weather - High Winds,2011-04-20,2:00:00,"Kentucky, Indiana, Ohio",,TRUE,
1398,Severe Weather - Winter Storm,2012-01-19,7:00:00,Washington,,TRUE,
1399,Severe Weather - Tornadoes ,2012-03-02,12:37:00,"Tennessee, Alabama",,TRUE,
1400,Severe Weather - Winter Storm,2012-03-02,21:00:00,Michigan,,TRUE,
1401,Severe Weather - Winter Storm,2012-03-02,21:00:00,Michigan,,TRUE,
1402,Severe Weather - Thunderstorms,2012-03-20,8:00:00,Texas,,TRUE,
1403,Severe Weather - High Winds,2012-04-16,15:46:00,Michigan,,TRUE,
1404,Severe Weather - Thunderstorms,2012-04-20,14:27:00,Texas,,TRUE,
1405,Severe Weather - Thunderstorms,2012-05-29,20:35:00,Oklahoma,,TRUE,
1406,Severe Weather - Thunderstorms,2012-06-11,19:50:00,"Alabama, Georgia",,TRUE,
1407,Severe Weather - Thunderstorms,2012-06-12,15:57:00,Texas,,TRUE,
1408,Severe Weather - Thunderstorms,2012-06-19,4:30:00,Minnesota,,TRUE,
1409,Severe Weather - Wind & Rain,2012-06-25,16:04:00,Virginia,,TRUE,
1410,Severe Weather - Thunderstorms,2012-06-29,14:10:00,Ohio,,TRUE,
1411,Severe Weather - Thunderstorms,2012-06-29,16:00:00,"Michigan, Indiana, West Virginia, Ohio, Virginia",,TRUE,
1412,Severe Weather - Thunderstorms,2012-06-29,17:15:00,"Kentucky, Indiana, Ohio",,TRUE,
1413,Severe Weather - Thunderstorms,2012-06-29,18:24:00,"West Virginia, Virginia",,TRUE,
1414,Severe Weather - Thunderstorms,2012-06-29,19:00:00,"West Virginia, Maryland, Virginia",,TRUE,
1415,Severe Weather - Thunderstorms,2012-06-29,22:15:00,Maryland,,TRUE,
1416,Severe Weather - Thunderstorms,2012-06-29,22:29:00,Virginia,,TRUE,
1417,Severe Weather - Thunderstorms,2012-06-29,22:43:00,Maryland,,TRUE,
1418,Severe Weather - Thunderstorms,2012-06-29,23:30:00,Illinois,,TRUE,
1419,Severe Weather - Thunderstorms,2012-06-30,1:00:00,"Maryland, Delaware",,TRUE,
1420,Severe Weather - Thunderstorms,2012-06-30,1:15:00,New Jersey,,TRUE,
1421,Severe Weather - Thunderstorms,2012-06-30,22:30:00,Maryland,,TRUE,
1422,Severe Weather - Thunderstorms,2012-07-01,,Illinois,,TRUE,
1423,Operational Failure; Storm Damage,2012-07-01,,North Carolina,,TRUE,
1424,Severe Weather - Thunderstorms,2012-07-05,0:00:00,Michigan,,TRUE,
1425,Severe Weather - Wind & Storms,2012-07-05,,Tennessee,,TRUE,
1426,Severe Weather - Thunderstorms,2012-07-07,,Pennsylvania,,TRUE,
1427,Severe Weather - Thunderstorms,2012-07-07,,New Jersey,,TRUE,
1428,Severe Weather - Thunderstorms,2012-07-18,,"Kentucky, Indiana, Ohio",,TRUE,
1429,Severe Weather - Thunderstorms,2012-07-18,,Ohio,,TRUE,
1430,Severe Weather - Thunderstorms,2012-07-18,,Illinois,,TRUE,
1431,Severe Weather; Equipment Failure,2012-07-21,,Texas,,TRUE,
1432,Severe Weather - Thunderstorms,2012-07-24,,Indiana,,TRUE,
1433,Severe Weather - Thunderstorms,2012-07-24,,Illinois,,TRUE,
1434,Severe Weather - Thunderstorms,2012-07-26,,Pennsylvania,,TRUE,
1435,Severe Weather - Thunderstorms,2012-07-26,,Pennsylvania,,TRUE,
1436,Severe Weather - Thunderstorms,2012-07-26,,Ohio,,TRUE,
1437,Severe Weather - Thunderstorms,2012-07-27,,Indiana,,TRUE,
1438,Severe Weather - Thunderstorms,2012-08-04,,Indiana,,TRUE,
1439,Severe Weather - Thunderstorms,2012-08-04,,Illinois,,TRUE,
1440,Severe Weather - Dust Storm; Load Shed Event,2012-08-13,,CFE (Mexico & U.S.)DIRTY,,TRUE,
1441,Severe Weather - TS Isaac,2012-08-26,,Florida,,TRUE,
1442,Severe Weather - Hurricane Isaac,2012-08-28,,"Arkansas, Louisiana, Mississippi",,TRUE,
1443,Severe Weather - Hurricane Isaac,2012-08-29,,Louisiana,,TRUE,
1444,Severe Weather - Hurricane Isaac,2012-08-29,,Louisiana,,TRUE,
1445,Severe Weather - Hurricane Isaac,2012-08-29,,Louisiana,,TRUE,
1446,Severe Weather - Thunderstorms,2012-09-07,,Arkansas,,TRUE,
1447,Severe Weather - Thunderstorms,2012-09-08,,Maryland,,TRUE,
1448,Severe Weather - Thunderstorms,2012-09-08,,Virginia,,TRUE,
1449,Severe Weather - Hurricane Sandy,2012-10-29,,"West Virginia, Virginia",,TRUE,
1450,Severe Weather - Hurricane Sandy,2012-10-29,,New Jersey,,TRUE,
1451,Severe Weather - Hurricane Sandy,2012-10-29,,"Maryland, Delaware",,TRUE,
1452,Severe Weather - Hurricane Sandy,2012-10-29,,New Jersey,,TRUE,
1453,Severe Weather - Hurricane Sandy,2012-10-29,,New York,,TRUE,
1454,Severe Weather - Hurricane Sandy,2012-10-29,,Massachusetts,,TRUE,
1455,Severe Weather - Hurricane Sandy,2012-10-29,,Massachusetts,,TRUE,
1456,Severe Weather - Hurricane Sandy,2012-10-29,,"Massachusetts, Connecticut",,TRUE,
1457,Severe Weather - Hurricane Sandy,2012-10-29,,Pennsylvania,,TRUE,
1458,Severe Weather - Hurricane Sandy,2012-10-29,,"West Virginia, Maryland, Virginia",,TRUE,
1459,Severe Weather - Hurricane Sandy,2012-10-29,,Ohio,,TRUE,
1460,Severe Weather - Hurricane Sandy,2012-10-29,,New York,,TRUE,
1461,Severe Weather - Hurricane Sandy,2012-10-29,,New Jersey,,TRUE,
1462,Severe Weather - Hurricane Sandy,2012-10-29,,New Hampshire,,TRUE,
1463,Severe Weather - Hurricane Sandy,2012-10-29,,Maryland,,TRUE,
1464,Severe Weather - Hurricane Sandy,2012-10-29,,Pennsylvania,,TRUE,
1465,Severe Weather - Hurricane Sandy,2012-10-29,,Pennsylvania,,TRUE,
1466,Severe Weather - Hurricane Sandy,2012-10-29,,Virginia,,TRUE,
1467,Severe Weather - Hurricane Sandy,2012-10-29,,"New York, New Jersey",,TRUE,
1468,Severe Weather - Hurricane Sandy,2012-10-29,,New York,,TRUE,
1469,Severe Weather - Nor'easter,2012-10-29,,"Kentucky, Michigan, Indiana, Ohio",,TRUE,
1470,Severe Weather - Hurricane Sandy,2012-10-29,,Maine,,TRUE,
1471,Severe Weather - Nor'easter,2012-10-30,,Michigan,,TRUE,
1472,Severe Weather - Winter Storm,2012-12-02,5:20:00,California,,TRUE,
1473,Severe Weather - Winter Storm,2012-12-25,0:45:00,"Texas, Arkansas, Louisiana, Mississippi",,TRUE,
1474,"Severe Weather - Cold Front, High Winds",2012-12-25,9:28:00,Texas,,TRUE,
1475,Severe Weather - Thunderstorm,2012-12-26,14:50:00,North Carolina,,TRUE,
1476,Severe Weather - Winter Storm,2013-01-17,18:07:00,"West Virginia, Virginia",,TRUE,
1477,Severe Weather - Winter Storm,2013-01-17,19:02:00,Tennessee,,TRUE,
1478,Severe Weather - Wind Storm,2013-01-20,3:30:00,Michigan,,TRUE,
1479,Severe Weather - Wind Storm,2013-01-31,3:05:00,Virginia,,TRUE,
1480,Severe Weather - Wind Storm,2013-01-31,6:30:00,Connecticut,,TRUE,
1481,,,,,,,
1482,Severe Weather - Winter Storm Nemo,2013-02-08,20:00:00,"Massachusetts, Rhode Island",,TRUE,
1483,Severe Weather - Winter Storm Nemo,2013-02-08,20:55:00,Massachusetts,,TRUE,
1484,,,,,,,
1485,,,,,,,
1486,,,,,,,
1487,,,,,,,
1488,Severe Weather - Winter Storm Nemo,2013-02-26,13:00:00,Missouri,,TRUE,
1489,,,,,,,
1490,,,,,,,
1491,Severe Weather - Winter Storm,2013-03-06,8:22:00,Virginia,,TRUE,
1492,,,,,,,
1493,,,,,,,
1494,Severe Weather - Thunderstorms,2013-03-18,19:30:00,"Alabama, Georgia",,TRUE,
1495,,,,,,,
1496,,,,,,,
1497,,,,,,,
1498,,,,,,,
1499,,,,,,,
1500,,,,,,,
1501,Severe Weather - Storms and Wind,2013-04-18,15:00:00,Michigan,,TRUE,
1502,,,,,,,
1503,,,,,,,
1504,,,,,,,
1505,,,,,,,
1506,,,,,,,
1507,,,,,,,
1508,,,,,,,
1509,Severe Weather - Tornados,2013-05-20,15:00:00,Oklahoma,,TRUE,
1510,,,,,,,
1511,,,,,,,
1512,,,,,,,
1513,,,,,,,
1514,Severe Weather - Thunderstorms,2013-05-29,20:58:00,New York,,TRUE,
1515,,,,,,,
1516,Severe Weather - Lightning,2013-05-31,1:00:00,Arkansas,,TRUE,
1517,Severe Weather - Tornados,2013-05-31,18:00:00,Oklahoma,,TRUE,
1518,,,,,,,
1519,Severe Weather - Thunderstorms,2013-05-31,19:30:00,Missouri,,TRUE,
1520,,,,,,,
1521,Severe Weather - Thunderstorms,2013-06-13,20:47:00,Southern Company TerritoryDIRTY,,TRUE,
1522,,,,,,,
1523,Severe Weather - Thunderstorms,2013-06-13,16:08:00,Virginia,,TRUE,
1524,Severe Weather - Thunderstorms,2013-06-13,13:17:00,North Carolina,,TRUE,
1525,Severe Weather - Thunderstorms,2013-06-13,17:45:00,North Carolina,,TRUE,
1526,Severe Weather - Thunderstorms,2013-06-13,15:20:00,"West Virginia, Ohio, Virginia",,TRUE,
1527,,,,,,,
1528,,,,,,,
1529,,,,,,,
1530,,,,,,,
1531,,,,,,,
1532,,,,,,,
1533,Severe Weather - Hailstorm,2013-06-21,3:00:00,Minnesota,,TRUE,
1534,,,,,,,
1535,Severe Weather - Hailstorm,2013-06-21,17:39:00,Minnesota,,TRUE,
1536,,,,,,,
1537,,,,,,,
1538,Severe Weather - Thunderstorms,2013-06-24,19:30:00,Illinois,,TRUE,
1539,Severe Weather - Thunderstorms,2013-06-24,19:30:00,Indiana,,TRUE,
1540,Severe Weather - Thunderstorms,2013-06-27,17:00:00,Michigan,,TRUE,
1541,,,,,,,
1542,,,,,,,
1543,,,,,,,
1544,,,,,,,
1545,,,,,,,
1546,,,,,,,
1547,,,,,,,
1548,,,,,,,
1549,,,,,,,
1550,Severe Weather - Thunderstorms,2013-07-10,17:30:00,Ohio,,TRUE,
1551,,,,,,,
1552,,,,,,,
1553,,,,,,,
1554,,,,,,,
1555,,,,,,,
1556,,,,,,,
1557,Severe Weather - Thunderstorms,2013-07-19,18:00:00,Michigan,,TRUE,
1558,Severe Weather - Thunderstorms,2013-07-19,22:30:00,New York,,TRUE,
1559,,,,,,,
1560,Severe Weather - Thunderstorms,2013-07-23,23:38:00,Oklahoma,,TRUE,
1561,,,,,,,
1562,,,,,,,
1563,,,,,,,
1564,,,,,,,
1565,,,,,,,
1566,,,,,,,
1567,,,,,,,
1568,,,,,,,
1569,,,,,,,
1570,Severe Weather - Thunderstorms,2013-08-07,0:15:00,Wisconsin,,TRUE,
1571,,,,,,,
1572,Severe Weather - Thunderstorms,2013-08-16,16:58:00,Texas,,TRUE,
1573,Severe Weather - Lightning Strike,2013-08-19,19:06:00,California,,TRUE,
1574,,,,,,,
1575,,,,,,,
1576,,,,,,,
1577,,,,,,,
1578,,,,,,,
1579,,,,,,,
1580,,,,,,,
1581,,,,,,,
1582,Severe Weather - Thunderstorms,2013-08-30,19:30:00,Illinois,,TRUE,
1583,,,,,,,
1584,Severe Weather - Thunderstorms,2013-09-11,16:00:00,Michigan,,TRUE,
1585,,,,,,,
1586,,,,,,,
1587,,,,,,,
1588,,,,,,,
1589,,,,,,,
1590,,,,,,,
1591,,,,,,,
1592,Severe Weather - Hail Storm,2013-10-27,4:27:00,Texas,,TRUE,
1593,,,,,,,
1594,,,,,,,
1595,,,,,,,
1596,,,,,,,
1597,,,,,,,
1598,,,,,,,
1599,,,,,,,
1600,,,,,,,
1601,Severe Weather - Ice and Snow Storm,2013-11-17,7:00:00,Michigan,,TRUE,
1602,,,,,,,
1603,Severe Weather - Tornadoes,2013-11-17,16:47:00,Indiana,,TRUE,
1604,Severe Weather - Thunderstorms,2013-11-17,16:45:00,Michigan,,TRUE,
1605,Severe Weather - Tornadoes,2013-11-17,12:35:00,"Illinois, Missouri",,TRUE,
1606,Severe Weather - Thunderstorms,2013-11-17,13:06:00,Indiana,,TRUE,
1607,Severe Weather - Thunderstorms,2013-11-17,16:19:00,"Michigan, Indiana",,TRUE,
1608,Severe Weather - Thunderstorms,2013-11-17,14:31:00,Illinois,,TRUE,
1609,Severe Weather - Thunderstorms,2013-11-17,16:47:00,Indiana,,TRUE,
1610,,,,,,,
1611,Severe Weather - Wind Storm,2013-11-21,19:45:00,California,,TRUE,
1612,,,,,,,
1613,,,,,,,
1614,,,,,,,
1615,Severe Weather - Ice/Snow,2013-12-06,1:51:00,Texas,,TRUE,
1616,Severe Weather - Ice/Snow,2013-12-09,6:54:00,Virginia,,TRUE,
1617,,,,,,,
1618,,,,,,,
1619,,,,,,,
1620,Severe Weather - Ice/Snow,2013-12-22,6:16:00,New York,,TRUE,
1621,Severe Weather - Ice/Snow,2013-12-22,6:30:00,Michigan,,TRUE,
1622,Severe Weather - Ice/Snow,2013-12-22,3:28:00,Michigan,,TRUE,
1623,Severe Weather - Ice/Snow,2013-12-23,15:20:00,Maine,,TRUE,
1624,,,,,,,
1625,,,,,,,
1626,,,,,,,
1627,,,,,,,
1628,,,,,,,
1629,,,,,,,
1630,,,,,,,
1631,,,,,,,
1632,,,,,,,
1633,,,,,,,
1634,,,,,,,
1635,,,,,,,
1636,,,,,,,
1637,,,,,,,
1638,,,,,,,
1639,,,,,,,
1640,,,,,,,
1641,,,,,,,
1642,,,,,,,
1643,,,,,,,
1644,,,,,,,
1645,,,,,,,
1646,,,,,,,
1647,,,,,,,
1648,,,,,,,
1649,,,,,,,
1650,,,,,,,
1651,,,,,,,
1652,,,,,,,
1653,,,,,,,
1654,,,,,,,
1655,,,,,,,
1656,,,,,,,
1657,,,,,,,
1658,,,,,,,
1659,,,,,,,
1660,,,,,,,
1661,,,,,,,
1662,,,,,,,
1663,,,,,,,
1664,,,,,,,
1665,,,,,,,
1666,,,,,,,
1667,,,,,,,
1668,,,,,,,
1669,,,,,,,
1670,Severe Weather - Snow/Ice,2014-02-05,0:00:00,"West Virginia, Maryland, Virginia",,TRUE,
1671,Severe Weather - Snow/Ice,2014-02-05,1:00:00,Pennsylvania,,TRUE,
1672,Severe Weather - Snow/Ice,2014-02-05,5:00:00,Pennsylvania,,TRUE,
1673,Fuel Supply Emergency - Coal,2014-02-05,7:00:00,New York,,TRUE,
1674,Severe Weather - Snow/Ice,2014-02-05,7:35:00,Pennsylvania,,TRUE,
1675,,,,,,,
1676,,,,,,,
1677,,,,,,,
1678,,,,,,,
1679,,,,,,,
1680,,,,,,,
1681,,,,,,,
1682,,,,,,,
1683,Severe Weather - Snow/Ice,2014-02-12,7:48:00,Georgia,,TRUE,
1684,Severe Weather - Snow/Ice,2014-02-12,11:03:00,South Carolina,,TRUE,
1685,Severe Weather - Snow/Ice,2014-02-12,12:10:00,North Carolina,,TRUE,
1686,,,,,,,
1687,,,,,,,
1688,,,,,,,
1689,Severe Weather - Snow/Ice,2014-02-20,16:40:00,"Illinois, Missouri",,TRUE,
1690,Severe Weather - Thunderstorms/High Winds,2014-02-21,2:53:00,Georgia,,TRUE,
1691,,,,,,,
1692,,,,,,,
1693,Severe Weather - Winter Storm,2014-03-03,6:40:00,Tennessee,,TRUE,
1694,,,,,,,
1695,,,,,,,
1696,,,,,,,
1697,Severe Weather - Winter Storm,2014-03-07,3:30:00,North Carolina,,TRUE,
1698,,,,,,,
1699,Severe Weather - High Winds,2014-03-12,19:35:00,North Carolina,,TRUE,
1700,,,,,,,
1701,,,,,,,
1702,,,,,,,
1703,,,,,,,
1704,,,,,,,
1705,,,,,,,
1706,,,,,,,
1707,,,,,,,
1708,,,,,,,
1709,,,,,,,
1710,,,,,,,
1711,Severe Weather - Thunderstorms,2014-04-12,18:15:00,Michigan,,TRUE,
1712,,,,,,,
1713,,,,,,,
1714,,,,,,,
1715,,,,,,,
1716,,,,,,,
1717,Severe Weather - Thunderstorms,2014-04-29,23:30:00,"Alabama, Mississippi",,TRUE,
1718,Severe Weather - Thunderstorms,2014-04-29,9:37:00,"Alabama, Mississippi",,TRUE,
1719,Severe Weather - Thunderstorms,2014-04-30,3:50:00,"Alabama, Georgia, Florida",,TRUE,
1720,,,,,,,
1721,,,,,,,
1722,Severe Weather - Heavy Winds,2014-05-09,18:00:00,Indiana,,TRUE,
1723,,,,,,,
1724,,,,,,,
1725,,,,,,,
1726,,,,,,,
1727,,,,,,,
1728,,,,,,,
1729,,,,,,,
1730,,,,,,,
1731,,,,,,,
1732,,,,,,,
1733,,,,,,,
1734,,,,,,,
1735,Severe Weather - Thunderstorms,2014-06-05,3:00:00,Tennessee,,TRUE,
1736,,,,,,,
1737,Severe Weather - Thunderstorms,2014-06-05,13:06:00,Tennessee,,TRUE,
1738,Severe Weather - Thunderstorms,2014-06-07,23:00:00,Alabama,,TRUE,
1739,,,,,,,
1740,,,,,,,
1741,Severe Weather - Thunderstorms,2014-06-10,21:50:00,"West Virginia, Virginia",,TRUE,
1742,,,,,,,
1743,,,,,,,
1744,Severe Weather - Thunderstorms,2014-06-15,0:00:00,Minnesota,,TRUE,
1745,,,,,,,
1746,Severe Weather - Thunderstorms,2014-06-18,17:00:00,Michigan,,TRUE,
1747,,,,,,,
1748,,,,,,,
1749,,,,,,,
1750,Severe Weather - Thunderstorms,2014-06-30,17:55:00,Wisconsin,,TRUE,
1751,Severe Weather - Thunderstorms,2014-06-30,20:00:00,Illinois,,TRUE,
1752,Severe Weather - Thunderstorms,2014-06-30,23:20:00,Indiana,,TRUE,
1753,Severe Weather - Thunderstorms,2014-07-01,5:00:00,"Michigan, Indiana",,TRUE,
1754,,,,,,,
1755,Severe Weather - Thunderstorms,2014-07-01,3:30:00,Michigan,,TRUE,
1756,Severe Weather - Thunderstorms,2014-07-01,4:00:00,Michigan,,TRUE,
1757,Severe Weather - Thunderstorms,2014-07-03,18:00:00,Pennsylvania,,TRUE,
1758,Severe Weather - Thunderstorms,2014-07-03,22:55:00,"New Hampshire, Maine, Massachusetts, Connecticut, Rhode Island, Vermont",,TRUE,
1759,Severe Weather - Thunderstorms,2014-07-08,20:30:00,Pennsylvania,,TRUE,
1760,Severe Weather - Thunderstorms,2014-07-08,21:31:00,Maryland,,TRUE,
1761,Severe Weather - Thunderstorms,2014-07-08,18:00:00,Pennsylvania,,TRUE,
1762,Severe Weather - Thunderstorms,2014-07-08,17:30:00,"West Virginia, Maryland, Virginia",,TRUE,
1763,Severe Weather - Thunderstorms,2014-07-08,17:30:00,"West Virginia, Virginia",,TRUE,
1764,Severe Weather - Thunderstorms,2014-07-08,19:21:00,New York,,TRUE,
1765,Severe Weather - Thunderstorms,2014-07-08,17:30:00,Pennsylvania,,TRUE,
1766,,,,,,,
1767,Severe Weather - Thunderstorms,2014-07-23,19:14:00,"Arkansas, Louisiana",,TRUE,
1768,,,,,,,
1769,Severe Weather - Thunderstorms,2014-07-27,17:00:00,Michigan,,TRUE,
1770,,,,,,,
1771,,,,,,,
1772,,,,,,,
1773,,,,,,,
1774,,,,,,,
1775,Severe Weather - Thunderstorms,2014-08-26,15:30:00,Michigan,,TRUE,
1776,,,,,,,
1777,,,,,,,
1778,Severe Weather - Thunderstorms,2014-09-05,20:00:00,Michigan,,TRUE,
1779,Severe Weather - Thunderstorms,2014-09-05,16:30:00,Illinois,,TRUE,
1780,Severe Weather - Thunderstorms,2014-09-05,19:14:00,Michigan,,TRUE,
1781,,,,,,,
1782,,,,,,,
1783,,,,,,,
1784,,,,,,,
1785,,,,,,,
1786,,,,,,,
1787,,,,,,,
1788,,,,,,,
1789,,,,,,,
1790,,,,,,,
1791,,,,,,,
1792,Severe Weather - Thunderstorms,2014-10-02,22:15:00,Arkansas,,TRUE,
1793,Severe Weather - Thunderstorms,2014-10-02,16:00:00,Texas,,TRUE,
1794,Severe Weather - Thunderstorms,2014-10-06,10:52:00,Texas,,TRUE,
1795,,,,,,,
1796,,,,,,,
1797,,,,,,,
1798,,,,,,,
1799,Severe Weather - Thunderstorms,2014-10-13,12:45:00,Louisiana,,TRUE,
1800,,,,,,,
1801,,,,,,,
1802,Severe Weather - Thunderstorms,2014-10-14,5:44:00,"Alabama, Georgia, Florida",,TRUE,
1803,,,,,,,
1804,,,,,,,
1805,,,,,,,
1806,,,,,,,
1807,,,,,,,
1808,,,,,,,
1809,,,,,,,
1810,,,,,,,
1811,,,,,,,
1812,,,,,,,
1813,,,,,,,
1814,,,,,,,
1815,,,,,,,
1816,,,,,,,
1817,,,,,,,
1818,,,,,,,
1819,,,,,,,
1820,,,,,,,
1821,,,,,,,
1822,,,,,,,
1823,,,,,,,
1824,Severe Weather- High Winds,2014-12-11,23:15:00,California,,TRUE,
1825,Severe Weather- High Winds,2014-12-11,16:05:00,Oregon,,TRUE,
1826,Severe Weather- High Winds,2014-12-11,17:00:00,Washington,,TRUE,
1827,,,,,,,
1828,,,,,,,
1829,Severe Weather- High Winds,2014-12-30,13:08:00,California,,TRUE,
1830,Severe Weather - Winter,2015-01-07,17:00:00,Tennessee,,TRUE,
1831,Severe Weather - Winter,2015-01-07,17:00:00,"Kentucky, North Carolina, Tennessee, Missouri, Alabama, Georgia, Virginia",,TRUE,
1832,Severe Weather - Winter,2015-02-16,21:41:00,Georgia,,TRUE,
1833,Severe Weather - Winter,2015-02-16,21:00:00,"Kentucky, North Carolina, Tennessee, Missouri, Alabama, Georgia, Virginia",,TRUE,
1834,Severe Weather - Winter,2015-02-17,9:00:00,"North Carolina, South Carolina",,TRUE,
1835,Severe Weather - Winter,2015-02-17,2:12:00,"North Carolina, South Carolina",,TRUE,
1836,Severe Weather - Winter,2015-02-18,15:00:00,"Kentucky, North Carolina, Tennessee, Missouri, Alabama, Georgia, Virginia",,TRUE,
1837,Severe Weather - Winter,2015-02-20,6:00:00,"North Carolina, South Carolina",,TRUE,
1838,Severe Weather - Winter,2015-02-21,8:34:00,Tennessee,,TRUE,
1839,Severe Weather - Winter,2015-02-26,3:12:00,"North Carolina, South Carolina",,TRUE,
1840,Severe Weather - Winter,2015-02-26,3:30:00,North Carolina,,TRUE,
1841,,,,,,,
1842,Severe Weather - Thunderstorms,2015-04-03,2:00:00,Kansas,,TRUE,
1843,,,,,,,
1844,,,,,,,
1845,,,,,,,
1846,,,,,,,
1847,,,,,,,
1848,,,,,,,
1849,,,,,,,
1850,,,,,,,
1851,,,,,,,
1852,,,,,,,
1853,,,,,,,
1854,,,,,,,
1855,,,,,,,
1856,,,,,,,
1857,,,,,,,
1858,,,,,,,
1859,,,,,,,
1860,,,,,,,
1861,,,,,,,
1862,,,,,,,
1863,,,,,,,
1864,,,,,,,
1865,,,,,,,
1866,,,,,,,
1867,,,,,,,
1868,,,,,,,
1869,,,,,,,
1870,,,,,,,
1871,,,,,,,
1872,,,,,,,
1873,,,,,,,
1874,,,,,,,
1875,,,,,,,
1876,,,,,,,
1877,,,,,,,
1878,,,,,,,
1879,,,,,,,
1880,,,,,,,
1881,,,,,,,
1882,,,,,,,
1883,,,,,,,
1884,,,,,,,
1885,,,,,,,
1886,,,,,,,
1887,,,,,,,
