Date,Time,Area Affected,Event Type
2011-04-22 00:00:00,21:00:00,"Metro St. Louis area, Missouri",Severe Weather
2011-04-25 00:00:00,16:33:00,Northeast Tennessee,Equipment Malfunction
2011-04-25 00:00:00,17:30:00,"Arkansas, Louisiana, Mississippi",Severe Weather
2011-04-26 00:00:00,05:49:00,Southern Louisiana,Severe Weather
2011-04-26 00:00:00,09:51:00,"Alabama, Georgia, Mississippi, Tennessee",Severe Weather
2011-04-26 00:00:00,13:04:00,"Salt Lake City, Utah",Vandalism
2011-04-26 00:00:00,18:14:00,Eastern Arkansas,Severe Weather
2011-04-27 00:00:00,08:00:00,"Alabama, Florida, Georgia, Mississippi",Severe Weather
2011-04-27 00:00:00,10:00:00,"Alabama, Georgia, Mississippi, Tennessee",Severe Weather
2011-04-27 00:00:00,22:00:00,"Ohio, Tennessee, Virginia",Severe Weather
2011-04-28 00:00:00,05:00:00,"Cleveland area, Ohio",Severe Weather
2011-04-28 00:00:00,16:09:00,"Phoenix, Arizona",Equipment Malfunction
2011-05-02 00:00:00,17:06:00,Hawaii,Severe Weather
2011-05-02 00:00:00,14:00:00,"West River Substation, New Haven, Connecticut",Suspected Physical Attack
2011-05-02 00:00:00,08:52:00,"N. Ogden Substation, Ogden, Utah",Vandalism
2011-05-03 00:00:00,12:00:00,"St. Lawrence Power Dam, New York",Suspected Physical Attack
2011-05-04 00:00:00,13:08:00,Maryland,Suspected Physical Attack
2011-05-04 00:00:00,12:20:00,Michigan,Suspected Sabotage
2011-05-05 00:00:00,09:15:00,New Hampshire,Vandalism
2011-05-06 00:00:00,06:56:00,"Alderwood Substation, Portland, Oregon",Vandalism
2011-05-08 00:00:00,19:35:00,New York,Vandalism
2011-05-09 00:00:00,13:11:00,"Milton, New Hampshire",Vandalism
2011-05-09 00:00:00,04:08:00,"Holtwood, Pennsylvania",Suspected Physical Attack
2011-05-10 00:00:00,22:21:00,"Kentucky, West Virginia",Severe Weather
2011-05-10 00:00:00,13:45:00,New Hampshire,Vandalism
2011-05-10 00:00:00,03:25:00,"Upper Peninsula, Michigan",Generation Inadequacy; Load Shed; Electrical System Separation (Islanding)
2011-05-11 00:00:00,15:55:00,"Colbyville, Haines Road and Arrowhead Substations, Minnesota",Vandalism
2011-05-11 00:00:00,13:35:00,"Green River, Wyoming",Vandalism
2011-05-11 00:00:00,11:00:00,"North Chelsea Substation, New York",Vandalism
2011-05-11 00:00:00,00:15:00,"Charlotte, North Carolina",Severe Weather
2011-05-13 00:00:00,06:00:00,"Salt Lake, Utah",Vandalism
2011-05-21 00:00:00,17:00:00,"Dixie Valley Area, Nevada",Physical Attack
2011-05-22 00:00:00,17:09:00,"Joplin, Sarcoxie, and Wentworth, Missouri",Severe Weather
2011-05-23 00:00:00,16:45:00,"Central, Indiana",Severe Weather
2011-05-23 00:00:00,12:30:00,"St. Louis County, Missouri",Severe Weather
2011-05-24 00:00:00,16:45:00,Central Oklahoma,Severe Weather
2011-05-24 00:00:00,16:35:00,Eastern Virginia,Severe Weather
2011-05-24 00:00:00,09:00:00,"Chicago, Illinois",Physical Attack
2011-05-25 00:00:00,22:14:00,Central Indiana,Severe Weather
2011-05-26 00:00:00,19:56:00,Central Pennsylvania,Severe Weather
2011-05-26 00:00:00,18:30:00,"Southern Balancing Area, Georgia",Severe Weather
2011-05-26 00:00:00,01:00:00,"Greenwood, Mississippi",Transmission Level Interruption
2011-05-29 00:00:00,18:30:00,"Mid and Southern Lower Peninsula, Michigan",Severe Weather
2011-06-02 00:00:00,23:45:00,"Greater Columbia, South Carolina",Severe Weather
2011-06-04 00:00:00,01:17:00,"Midway, California",Vandalism
2011-06-05 00:00:00,05:30:00,"Houston Metro-Area, Texas",Severe Thunderstorms
2011-06-05 00:00:00,20:02:00,"Melones, California",Electrical System Separation (Islanding)
2011-06-06 00:00:00,00:13:00,"El Paso County, Texas; Dona Ana County, New Mexico",Load Shed/ Automatic undervoltage relay action
2011-06-06 00:00:00,15:00:00,"Eastern, Arkansas",Public Appeal to Reduce Electricity Usage
2011-06-07 00:00:00,14:00:00,Ohio,Severe Weather
2011-06-08 00:00:00,12:58:00,"Fredrickson Substation, Washington",Vandalism
2011-06-09 00:00:00,04:30:00,Illinois,Severe Thunderstorms
2011-06-09 00:00:00,14:15:00,"San Antonio Dam Area, Los Angeles County, California",Suspected Physical Attack
2011-06-09 00:00:00,17:51:00,"Western, Massachusetts; Connecticut",Severe Thunderstorms
2011-06-12 00:00:00,19:00:00,Virginia,Severe Thunderstorms
2011-06-15 00:00:00,16:00:00,"Bingham County, Idaho",Vandalism
2011-06-15 00:00:00,19:15:00,Georgia,Severe Thunderstorms
2011-06-15 00:00:00,19:17:00,"Piedmont, North Carolina",Severe Thunderstorms
2011-06-18 00:00:00,15:30:00,"Northern, Georgia",Severe Thunderstorms
2011-06-18 00:00:00,16:45:00,"Eastern, Arkansas",Public Appeal to Reduce Electricity Usage
2011-06-18 00:00:00,17:00:00,North Carolina; South Carolina,Severe Thunderstorms
2011-06-20 00:00:00,10:36:00,"Collins Substation, Washington",Vandalism
2011-06-21 00:00:00,18:30:00,AEP Region,Severe Weather
2011-06-21 00:00:00,21:45:00,Illinois,Severe Thunderstorms
2011-06-22 00:00:00,09:46:00,"Knoxville, Tennessee",Severe Weather
2011-06-22 00:00:00,19:00:00,Alabama; Georgia,Severe Thunderstorms
2011-06-22 00:00:00,20:12:00,"Knoble Substation, Spanaway, Washington",Vandalism
2011-06-23 00:00:00,08:10:00,"Highgate, Vermont",Vandalism
2011-06-24 00:00:00,18:30:00,North/North Central Alabama; Georgia,Severe Thunderstorms
2011-06-26 00:00:00,16:46:00,Southwest Kansas,Public Appeal to Reduce Electricity Usage
2011-06-26 00:00:00,18:00:00,Alabama; Georgia,Severe Thunderstorms
2011-06-27 00:00:00,00:00:00,Illinois; Missouri,Severe Thunderstorms
2011-06-27 00:00:00,15:00:00,Texas,Public Appeal to Reduce Electricity Usage
2011-06-27 00:00:00,18:55:00,"Olympic Pipeline Substation, Washington",Vandalism
2011-06-29 00:00:00,11:30:00,"Panhandle and Muleshoe, Texas",Public Appeal to Reduce Electricity Usage
2011-06-30 00:00:00,14:11:00,"Phoenix, Arizona",Major System Interruption/Load Shed
2011-06-30 00:00:00,22:30:00,Illinois,Severe Weather
2011-06-30 00:00:00,22:31:00,"Olympic Pipeline Substation, Washington",Vandalism
2011-07-01 00:00:00,08:00:00,"CONVEX Local Control Center, Connecticut",Vandalism
2011-07-01 00:00:00,16:38:00,Greene County Ohio,Vandalism
2011-07-01 00:00:00,17:00:00,Southwest and South Central Minnesota,Severe Weather
2011-07-02 00:00:00,20:15:00,"South East, Lower Peninsula, Michigan",Severe Weather
2011-07-04 00:00:00,18:00:00,Virginia,Severe Weather
2011-07-05 00:00:00,10:40:00,West Valley Substation Utah,Vandalism
2011-07-06 00:00:00,09:51:00,Vermont,Vandalism
2011-07-08 00:00:00,10:00:00,"Saginaw, Minnesota",Vandalism
2011-07-08 00:00:00,10:00:00,"PJM Corporate Office, Pennsylvania",Suspected Cyber Attack
2011-07-11 00:00:00,09:00:00,Illinois,Severe Weather
2011-07-11 00:00:00,09:00:00,Michigan,Severe Weather
2011-07-11 00:00:00,11:15:00,Western and Southern Lower Peninsula Michigan,Severe Weather
2011-07-11 00:00:00,13:13:00,Southwest Ohio,Vandalism
2011-07-11 00:00:00,13:30:00,Maine,Vandalism
2011-07-11 00:00:00,14:27:00,"Indiana, Michigan, Ohio",Severe Weather
2011-07-12 00:00:00,12:00:00,Maine,Vandalism
2011-07-12 00:00:00,20:20:00,California,Suspected Physical Attack
2011-07-13 00:00:00,17:19:00,"Pueblo, Colorado",Load Shed
2011-07-14 00:00:00,11:00:00,Texas,Public Appeal to Reduce Electricity Usage
2011-07-18 00:00:00,17:00:00,Southeast Michigan,Severe Weather
2011-07-19 00:00:00,11:45:00,Maine,Vandalism
2011-07-20 00:00:00,09:10:00,"Frederickson Substation, Washington",Vandalism
2011-07-21 00:00:00,12:32:00,"Lower Peninsula, Michigan",Public Appeal to Reduce Electricity Usage
2011-07-21 00:00:00,13:00:00,"Springfield, Illinois",Public Appeal to Reduce Electricity Usage
2011-07-22 00:00:00,11:00:00,"Upstate, New York",Public Appeal to Reduce Electricity Usage
2011-07-22 00:00:00,11:34:00,Ohio,Load Shed
2011-07-23 00:00:00,02:30:00,Illinois,Severe Weather
2011-07-24 00:00:00,14:34:00,"Southern, New Hampshire",Vandalism
2011-07-26 00:00:00,12:01:00,"Backup Control Center, Oklahoma",Vandalism
2011-07-27 00:00:00,12:07:00,"Fife, Washington",Vandalism
2011-07-28 00:00:00,07:26:00,"Daviess County, Kentucky",Fuel Supply Deficiency (Coal)
2011-07-28 00:00:00,00:14:00,"Entire ComEd Territory, Indiana",Severe Weather
2011-07-28 00:00:00,13:32:00,Indiana  ,Vandalism
2011-07-28 00:00:00,19:25:00,"Spanaway, Washington",Vandalism
2011-07-29 00:00:00,11:46:00,"Fredrickson, Washington",Vandalism
2011-07-29 00:00:00,20:45:00,Central New Jersey,Severe Weather
2011-08-01 00:00:00,15:00:00,Texas,Public Appeal to Reduce Electricity Usage
2011-08-01 00:00:00,14:18:00,"Jefferson, Oregon",Vandalism
2011-08-02 00:00:00,21:30:00,"Northeast, Illinois",Severe Weather
2011-08-02 00:00:00,10:15:00,Oklahoma,Public Appeal to Reduce Electricity Usage
2011-08-03 00:00:00,10:00:00,Western New York,Fuel Supply Deficiency (Coal)
2011-08-03 00:00:00,16:30:00,Central Arkansas,Public Appeal to Reduce Electricity Usage
2011-08-03 00:00:00,16:29:00,Northeast Oklahoma,Public Appeal to Reduce Electricity Usage
2011-08-04 00:00:00,10:30:00,"Arkansas, Oklahoma, Texas",Public Appeal to Reduce Electricity Usage
2011-08-08 00:00:00,09:30:00,"Greene County, Ohio",Suspected Physical Attack
2011-08-08 00:00:00,20:58:00,Northern and Central Oklahoma,Severe Weather
2011-08-08 00:00:00,19:36:00,Oklahoma,Electrical System Separation (Islanding)
2011-08-08 00:00:00,09:35:00,"Collins Substation, Washington",Vandalism
2011-08-09 00:00:00,10:26:00,"Polk Substation, Tacoma, Washington",Vandalism
2011-08-13 00:00:00,16:41:00,Kentucky,Severe Weather
2011-08-15 00:00:00,02:05:00,Utah,Vandalism
2011-08-18 00:00:00,09:51:00,"Collins Substation, Washington",Suspected Physical Attack
2011-08-20 00:00:00,17:42:00,Southeastern Michigan,Severe Weather
2011-08-21 00:00:00,22:45:00,Puerto Rico,Severe Weather
2011-08-22 00:00:00,10:05:00,"Collins Substation, Washington",Suspected Physical Attack
2011-08-23 00:00:00,13:51:00,Virginia,Earthquake
2011-08-23 00:00:00,10:30:00,"Southeastern New Mexico,  Texas Panhandle",Public Appeal to Reduce Electricity Usage
2011-08-23 00:00:00,15:43:00,Texas,Public Appeal to Reduce Electricity Usage
2011-08-24 00:00:00,13:20:00,Texas,Public Appeal to Reduce Electricity Usage
2011-08-24 00:00:00,07:45:00,"Houston area, Texas",Severe Weather
2011-08-24 00:00:00,14:51:00,"Arkansas, Louisiana, Texas",Severe Weather
2011-08-25 00:00:00,00:01:00,Maine,Suspected Physical Attack
2011-08-25 00:00:00,00:30:00,"Cleveland area, Ohio",Severe Weather
2011-08-26 00:00:00,00:30:00,Pennsylvania,Severe Weather
2011-08-27 00:00:00,23:05:00,District of Columbia; Maryland,Severe Weather
2011-08-27 00:00:00,23:00:00,Maryland,Severe Weather
2011-08-27 00:00:00,22:00:00,Southern New Jersey,Severe Weather
2011-08-27 00:00:00,22:00:00,Pennsylvania,Severe Weather
2011-08-27 00:00:00,20:30:00,Maryland,Severe Weather
2011-08-27 00:00:00,13:00:00,Delaware; Maryland,Severe Weather
2011-08-27 00:00:00,19:00:00,Eastern North Carolina,Severe Weather
2011-08-27 00:00:00,10:33:00,North Carolina; Virginia,Severe Weather
2011-08-27 00:00:00,02:57:00,Eastern North Carolina,Severe Weather
2011-08-27 00:00:00,02:00:00,Wilson County North Carolina,Distribution System Interruption
2011-08-28 00:00:00,12:30:00,New York,Severe Weather
2011-08-28 00:00:00,12:10:00,Eastern Massachusetts,Severe Weather
2011-08-28 00:00:00,09:42:00,Eastern New York,Severe Weather
2011-08-28 00:00:00,07:40:00,Southwest Connecticut,Severe Weather
2011-08-28 00:00:00,07:00:00,New York,Severe Weather
2011-08-28 00:00:00,05:01:00,Borough's and Westshester County New York,Severe Weather
2011-08-28 00:00:00,05:00:00,"Long Island, New York",Severe Weather
2011-08-28 00:00:00,00:01:00,"Mid-Hudson, New York",Severe Weather
2011-08-28 00:00:00,02:58:00,Eastern and Northeastern Pennsylvania,Severe Weather
2011-08-28 00:00:00,00:30:00,Northern and Central New Jersey,Severe Weather
2011-08-28 00:00:00,00:23:00,New Jersey,Severe Weather
2011-08-28 00:00:00,20:55:00,"Calapooya Substation, Oregon",Suspected Physical Attack
2011-08-31 00:00:00,12:52:00,Southwest Ohio,Suspected Physical Attack
2011-09-01 00:00:00,08:13:00,"Graham Substaion, Washington",Vandalism
2011-09-03 00:00:00,14:00:00,"Southeast Lower Peninsula, Michigan",Severe Weather
2011-09-05 00:00:00,16:30:00,Alabama; Georgia,Severe Weather
2011-09-07 00:00:00,00:08:00,Western Connecticut; New York,Actual Physical Attack
2011-09-08 00:00:00,15:28:00,Arizona; California,Transmission/Distribution Interruption; Load Shed; Generation Inadequacy
2011-09-08 00:00:00,19:53:00,"Collins Substation, Tacoma, Washington",Vandalism
2011-09-12 00:00:00,09:15:00,"English Creek, New Jersey",Vandalism
2011-09-13 00:00:00,11:43:00,"Lacamas Substation, Roy, Washington",Vandalism
2011-09-13 00:00:00,14:03:00,"Saranac, New York",Vandalism
2011-09-14 00:00:00,09:00:00,"Salt Lake County, Utah",Vandalism
2011-09-20 00:00:00,12:55:00,"Lacamas Substaion, Washington",Vandalism
2011-09-21 00:00:00,10:30:00,"Hockessin, Delaware",Suspected Physical Attack
2011-09-21 00:00:00,14:37:00,Puerto Rico,Generation Inadequacy; Load Shed
2011-09-22 00:00:00,14:50:00,"Montgomery County, Ohio",Vandalism
2011-09-23 00:00:00,09:04:00,"North Haven, Connecticut",Vandalism
2011-09-24 00:00:00,16:17:00,"Collins Substation, Tacoma, Washington",Vandalism
2011-09-26 00:00:00,10:15:00,"McKee City, New Jersey",Vandalism
2011-09-29 00:00:00,05:00:00,"Houston metro area, Texas",Severe Weather
2011-09-28 00:00:00,09:30:00,"Watertown, Connecticut",Vandalism
2011-09-28 00:00:00,14:59:00,"Dorothy, New Jersey",Vandalism
2011-09-28 00:00:00,16:41:00,"Bethany Beach, Delaware",Suspected Physical Attack
2011-09-29 00:00:00,18:44:00,"Collins Substation, Tacoma, Washington",Vandalism
2011-09-30 00:00:00,08:22:00,"Wilmington, Delaware",Suspected Physical Attack
2011-10-06 00:00:00,11:07:00,"Oquirrh Substation, Utah",Vandalism
2011-10-07 00:00:00,08:04:00,"Olympic Pipeline, Spanaway, Washington",Suspected Physical Attack
2011-10-14 00:00:00,14:20:00,"English Creek, New Jersey",Vandalism
2011-10-17 00:00:00,03:34:00,"Seat Pleasant, Maryland",Vandalism
2011-10-17 00:00:00,15:44:00,Southwest Ohio,Vandalism
2011-10-18 00:00:00,03:45:00,"Holmesburg Substation, Philadelphia, Pennsylvania",Suspected Physical Attack
2011-10-20 00:00:00,07:15:00,"McKee, New Jersey",Vandalism
2011-10-24 00:00:00,23:37:00,"Holmesburg Substation, Philadelphia, Pennsylvania",Suspected Physical Attack
2011-10-26 00:00:00,05:00:00,"Denver; Ft. Collins, Colorado",Severe Weather
2011-10-27 00:00:00,01:00:00,"Munster, Indiana",Vandalism
2011-10-29 00:00:00,08:59:00,Pennsylvania,Severe Weather
2011-10-29 00:00:00,08:59:00,Pennsylvania,Severe Weather
2011-10-29 00:00:00,09:59:00,Northwest and Central New Jersey,Severe Weather
2011-10-29 00:00:00,11:18:00,Southeast New York,Severe Weather
2011-10-29 00:00:00,12:57:00,"Harrisburg, Lehigh Valley, Lancaster Region Pennsylvania",Severe Weather
2011-10-29 00:00:00,14:00:00,Southeast Pennsylvania,Severe Weather
2011-10-29 00:00:00,14:30:00,New Jersey,Severe Weather
2011-10-29 00:00:00,15:00:00,"Mid-Hudson Valley Region, New York",Severe Weather
2011-10-29 00:00:00,16:14:00,Connecticut; Maine; Massachusetts; New Hampshire; Rhode Island,Severe Weather
2011-10-29 00:00:00,16:16:00,New York City area,Severe Weather
2011-10-29 00:00:00,20:00:00,New Jersey; New York,Severe Weather
2011-11-04 00:00:00,10:46:00,"Sweetwater County, Wyoming",Vandalism
2011-11-13 00:00:00,11:30:00,"Cate Road, Deerfield, New Hampshire",Vandalism
2011-11-14 00:00:00,14:24:00,"McKee, New Jersey",Vandalism
2011-11-22 00:00:00,23:16:00,Indiana,Suspected Physical Attack
2011-11-30 00:00:00,10:00:00,"Orchard Substation, Washington",Vandalism
2011-11-30 00:00:00,16:56:00,"City of Los Angeles, California",Severe Weather
2011-12-01 00:00:00,00:45:00,Southern California,Severe Weather
2011-12-01 00:00:00,03:29:00,Northern California,Severe Weather
2011-12-01 00:00:00,10:00:00,Wasatch Front Area Utah,Severe Weather
2011-12-02 00:00:00,16:15:00,Rusk County Texas,Suspected Physical Attack
2011-12-05 00:00:00,14:00:00,"Tacoma, Washington",Suspected Physical Attack
2011-12-06 00:00:00,08:00:00,"Bismarck-Mandan, North Dakota",Public Appeal to Reduce Electricity Usage
2011-12-06 00:00:00,17:38:00,"Montague, Michigan",Suspected Physical Attack
2011-12-07 00:00:00,19:29:00,Central Virginia,Severe Weather
2011-12-08 00:00:00,08:45:00,"Tacoma, Washington",Suspected Physical Attack
2011-12-13 00:00:00,03:19:00,Clinton County Ohio,Suspected Physical Attack
2011-12-19 00:00:00,08:48:00,"Croft Substation, Tacoma, Washington",Suspected Physical Attack
2011-12-20 00:00:00,07:45:00,"Sweet Home, Oregon",Suspected Physical Attack
2011-12-20 00:00:00,09:30:00,"Tacoma, Washington",Suspected Physical Attack
2011-12-21 00:00:00,10:30:00,"Boise, Idaho",Suspected Cyber Attack
2011-12-31 00:00:00,21:26:00,"Tacoma, Washington",Suspected Physical Attack
2012-01-04 00:00:00,12:14:00,"Tacoma, Washington",Suspected physical attack
2012-01-05 00:00:00,10:35:00,"CSWS/AEP West territory, Oklahoma",Sabotage
2012-01-05 00:00:00,10:28:00,"Creek County, Oklahoma",Suspected physical attack
2012-01-09 00:00:00,14:30:00,"Watertown, Connecticut",Vandalism
2012-01-09 00:00:00,13:36:00,Louisiana,Load Shed
2012-01-10 00:00:00,21:30:00,"Rusk County, Texas",Load Shed
2012-01-11 00:00:00,07:19:00,Nevada,Suspected Physical Attack
2012-01-12 00:00:00,08:26:00,"Newark, Delaware",Physical Attack
2012-01-13 00:00:00,09:20:00,"Newark, Delaware",Physical Attack
2012-01-15 00:00:00,09:35:00,"Tacoma, Washington",Vandalism
2012-01-17 00:00:00,10:31:00,"Austin, Texas",Suspected Cyber Attack
2012-01-19 00:00:00,07:00:00,"King, Pierce and Thurston Counties, Washington",Severe Weather - Winter Storm
2012-01-24 00:00:00,11:22:00,"Tacoma, Washington",Vandalism
2012-01-27 00:00:00,09:40:00,"Frederickson Substation, Spanaway, Washington",Vandalism
2012-01-29 00:00:00,12:45:00,"Roosevelt Substation, Tacoma, Washington",Vandalism
2012-02-11 00:00:00,08:47:00,"Lamar, Colorado",Suspected Physical Attack
2012-02-11 00:00:00,08:55:00,"Tacoma, Washington",Suspected Physical Attack
2012-02-13 00:00:00,07:02:00,"Asheville, North Carolina",Suspected Physical Attack
2012-02-14 00:00:00,19:20:00,"Tacoma, Washington",Suspected Physical Attack
2012-02-15 00:00:00,05:33:00,"Port Orchard, Washington",Suspected Physical Attack
2012-02-17 00:00:00,03:00:00,"Little Rock, Arkansas",Suspected Cyber Attack
2012-02-19 00:00:00,17:00:00,"Kentucky, Virginia, West Virginia",Severe Weather - Winter Storm
2012-02-23 00:00:00,05:45:00,"South East College Station, Texas",Suspected Physical Attack
2012-02-23 00:00:00,23:12:00,"Londonderry, New Hampshire",Suspected Physical Attack
2012-02-24 00:00:00,11:24:00,"Spanaway, Washington",Suspected Physical Attack
2012-02-28 00:00:00,02:59:00,"Sacramento, California",Electrical System Separation (Islanding)
2012-02-28 00:00:00,07:00:00,Coos County Oregon,Suspected Physical Attack
2012-03-02 00:00:00,12:37:00,Northern Alabama; Southeast Tennessee,Severe Weather - Tornadoes 
2012-03-02 00:00:00,13:45:00,"Piggott, Arkansas",Operational Failure/Equipment Malfunction
2012-03-02 00:00:00,21:00:00,"Southeastern, Michigan",Severe Weather - Winter Storm
2012-03-02 00:00:00,21:00:00,"Lower Peninsula, Michigan",Severe Weather - Winter Storm
2012-03-04 00:00:00,01:27:00,"Prince Georges County, Maryland",Suspected Physical Attack
2012-03-04 00:00:00,13:38:00,Texas,Suspected Physical Attack
2012-03-16 00:00:00,16:00:00,"New Castle, Delaware",Suspected Physical Attack
2012-03-20 00:00:00,08:00:00,"Houston, Texas",Severe Weather - Thunderstorms
2012-03-23 00:00:00,19:34:00,"Newark, Delaware",Suspected Physical Attack
2012-03-26 00:00:00,13:24:00,"Tacoma, Washington",Suspected Physical Attack
2012-03-28 00:00:00,10:17:00,"Graham, Washington",Suspected Physical Attack
2012-03-29 00:00:00,12:01:00,"Lansing, Michigan",Electrical System Separation (Islanding)
2012-03-30 00:00:00,11:10:00,Vermont,Suspected Physical Attack
2012-04-01 00:00:00,20:27:00,"Council Bluffs, Iowa",Vandalism
2012-04-03 00:00:00,11:10:00,"West Rutland, Vermont",Vandalism
2012-04-03 00:00:00,15:33:00,"Seattle, Washington",Physical Attack
2012-04-04 00:00:00,15:32:00,"WAPA-SNR Regional Office, California",Suspected Physical Attack
2012-04-07 00:00:00,14:35:00,"Newark, Delaware",Physical Attack
2012-04-07 00:00:00,12:25:00,"Newark, Delaware",Physical Attack
2012-04-07 00:00:00,09:31:00,"Newark, Delaware",Physical Attack
2012-04-11 00:00:00,09:00:00,"North Attleboro, Massachusetts ",Vandalism
2012-04-12 00:00:00,08:08:00,"Tacoma, Washington",Suspected Physical Attack
2012-04-15 00:00:00,19:38:00,Georgia,Suspected Physical Attack
2012-04-16 00:00:00,15:46:00,"Southeast, Michigan",Severe Weather - High Winds
2012-04-17 00:00:00,06:11:00,"San Diego County, California",Suspected Physical Attack
2012-04-19 00:00:00,07:53:00,"Tacoma, Washington",Suspected Physical Attack
2012-04-20 00:00:00,14:27:00,"Metropolitan Houston, Texas",Severe Weather - Thunderstorms
2012-04-21 00:00:00,15:02:00,"East Bridgewater, Massachusetts",Physical Attack
2012-04-21 00:00:00,20:55:00,"Tacoma, Washington",Suspected Physical Attack
2012-04-23 00:00:00,08:11:00,Northwest Indiana,Suspected Physical Attack
2012-04-23 00:00:00,11:56:00,"Snohomish County, Washington",Suspected Physical Attack
2012-05-07 00:00:00,12:50:00,"Williston, Vermont",Vandalism
2012-05-07 00:00:00,17:45:00,Eastern Ohio,Load Shed/Severe Weather  - Lightning Storm
2012-05-11 00:00:00,11:05:00,"Lakewood, Washington",Vandalism
2012-05-24 00:00:00,15:20:00,"Tyngsborough, Massachusetts",Physical Attack
2012-05-29 00:00:00,18:30:00,"Alder Dam, Pierce County, Washington",Physical Attack
2012-05-29 00:00:00,20:35:00,"Oklahoma City Metro Area, Oklahoma",Severe Weather - Thunderstorms
2012-05-31 00:00:00,23:45:00,"Columbus, Ohio",Physical Attack
2012-06-02 00:00:00,07:30:00,"San Francisco, California",Vandalism
2012-06-06 00:00:00,08:00:00,"Delhi, New York",Vandalism
2012-06-06 00:00:00,12:37:00,"Columbia Heights, NW, Washington DC",Vandalism
2012-06-08 00:00:00,17:20:00,"Denver Metro Area, Colorado",Load Shed
2012-06-11 00:00:00,19:50:00,North/Central Alabama; North/Central Georgia,Severe Weather - Thunderstorms
2012-06-12 00:00:00,15:57:00,"Houston, Texas",Severe Weather - Thunderstorms
2012-06-13 00:00:00,16:55:00,"San Juan County, New Mexico",Vandalism
2012-06-19 00:00:00,04:30:00,"Minneapolis/St. Paul, Minnesota",Severe Weather - Thunderstorms
2012-06-19 00:00:00,05:30:00,CAISO Territory California,Fuel Supply Deficiency (Water)
2012-06-23 00:00:00,18:57:00,"North Shore, Massachusetts",Load Shed
2012-06-25 00:00:00,16:04:00,Central Virginia,Severe Weather - Wind & Rain
2012-06-29 00:00:00,10:45:00,"New Castle, Delaware",Physical Attack
2012-06-29 00:00:00,12:10:00,Puerto Rico,Equipment Trip & Failure
2012-06-29 00:00:00,14:10:00,"Dayton, Ohio",Severe Weather - Thunderstorms
2012-06-29 00:00:00,16:00:00,Indiana; Michigan; Ohio; West Virginia,Severe Weather - Thunderstorms
2012-06-29 00:00:00,16:00:00,"Eastern, Arkansas",Public Appeal to Reduce Electricity Usage
2012-06-29 00:00:00,17:15:00,Eastern Indiana; Northern Kentucky; Greater Cincinnati area Ohio,Severe Weather - Thunderstorms
2012-06-29 00:00:00,18:24:00,West Virginia,Severe Weather - Thunderstorms
2012-06-29 00:00:00,19:00:00,Maryland; West Virginia,Severe Weather - Thunderstorms
2012-06-29 00:00:00,22:15:00,"Montgomery and Prince Georges Counties, Maryland; District of Columbia",Severe Weather - Thunderstorms
2012-06-29 00:00:00,22:29:00,Virginia,Severe Weather - Thunderstorms
2012-06-29 00:00:00,22:43:00,"Greater Baltimore area, Maryland",Severe Weather - Thunderstorms
2012-06-29 00:00:00,23:30:00,Northeast Illinois,Severe Weather - Thunderstorms
2012-06-30 00:00:00,01:00:00,Delaware; Maryland,Severe Weather - Thunderstorms
2012-06-30 00:00:00,01:15:00,Atlantic City Electric Service Territory New Jersey,Severe Weather - Thunderstorms
2012-06-30 00:00:00,15:00:00,Northeast Tennessee,Public Appeal to Reduce Electricity Usage
2012-06-30 00:00:00,22:30:00,"Calvert, Charles, St. Mary's, Prince Georges Counties Maryland",Severe Weather - Thunderstorms
2012-07-01 13:00:00,2012-07-01 13:00:00,Illinois,Severe Weather - Thunderstorms
2012-07-01 16:47:00,2012-07-01 16:47:00,"Tarboro, North Carolina",Operational Failure; Storm Damage
2012-07-01 17:45:00,2012-07-01 17:45:00,"Northern, Central and Eastern North Carolina",Severe Weather  
2012-07-05 04:30:00,00:00:00,Lower Peninsula Michigan,Severe Weather - Thunderstorms
2012-07-05 19:00:00,2012-07-05 19:00:00,Northeast Tennessee,Severe Weather - Wind & Storms
2012-07-06 15:05:00,2012-07-06 15:05:00,"Tacoma, Washington",Vandalism
2012-07-07 04:00:00,2012-07-07 04:00:00,CAISO California,Fuel Supply Deficiency (Water)
2012-07-07 06:06:00,2012-07-07 06:06:00,"Lower Valley, Central, Susquehanna Regions Pennsylvania",Severe Weather - Thunderstorms
2012-07-07 18:00:00,2012-07-07 18:00:00,Central and Northern New Jersey,Severe Weather - Thunderstorms
2012-07-09 12:15:00,2012-07-09 12:15:00,"Alberta, Canada",Energy Deficiency Alert
2012-07-16 11:27:00,2012-07-16 11:27:00,"Little Rock, Arkansas",Public Appeal to Reduce Energy Usage
2012-07-18 14:16:00,2012-07-18 14:16:00,"Southeast Ohio, Northern Kentucky, Southern Indiana",Severe Weather - Thunderstorms
2012-07-18 16:20:00,2012-07-18 16:20:00,Eastern Ohio,Severe Weather - Thunderstorms
2012-07-18 23:00:00,2012-07-18 23:00:00,Northern Illinois,Severe Weather - Thunderstorms
2012-07-19 10:30:00,2012-07-19 10:30:00,"Niagara County, New York",Fuel Supply Deficiency (Coal)
2012-07-19 12:32:00,2012-07-19 12:32:00,"Newark, Delaware",Vandalism
2012-07-21 02:19:00,2012-07-21 02:19:00,"City of Lubbock, Texas",Severe Weather; Equipment Failure
